,ViolationComment,TEAMCODE,FULLNAME
4938,  Lint (laundry rooms):   Lint traps should be cleaned daily.  Please provide access to   lint traps in space behind dryers upon inspection and keep this   area free from lint at all times.,APT/HTL,DOUGLAS MENDIZABAL
4939," Smoke Alarms:  1. Smoke alarms shall be installed and maintained as required     in this section.  2. Documentation on this issue shall be provided, signed and     maintained on file for the tenants of each occupied unit.",APT/HTL,DOUGLAS MENDIZABAL
4940," Dead Fronts:  1.    Repair or replace dead front cover plates as required by the        electrical code.  2.    Repair or replace exposed wiring and illegal taps as required        by the electrical code.  3.    Contact the City of Houston Building Department in regard to        any electrical code requirement and permitting questions.  Units where deadfronts were missing: 198, 202, 128, 129, 123, 133        302, 135, 122, 124,,149, 155",APT/HTL,DOUGLAS MENDIZABAL
4941," Fire Extinguishers:  1. Provide ""Annual"" inspection with approved date inspection-tag  on all Fire Extinguishers located inside all mechanical, boilers,  laundry, storage rooms and office.  2. Property's last Fire Extinguisher ""annual"" inspection was:  3. Install a portable Fire Extinguisher with a minimum size  (1A 10BC) inside each occupied apartment unit properly mounted near  the kitchen entryway accessible and no closer than (5) feet from  the cooking appliance.   2A, 10-B:C portable Fire Extinguisher is required in all of the   following areas:   Offices, game rooms, physical fitness rooms, storage rooms,   maintenance shops, boiler rooms, laundry rooms, mail rooms,   club houses, and common and public assembly areas.",APT/HTL,DOUGLAS MENDIZABAL
4942,NoData,APT/HTL,DOUGLAS MENDIZABAL
4983,NoData,APT/HTL,SHANE BLAKE
4984,NoData,APT/HTL,SHANE BLAKE
4985,NoData,APT/HTL,SHANE BLAKE
4986,NoData,APT/HTL,SHANE BLAKE
4987,NoData,APT/HTL,SHANE BLAKE
4988,NoData,APT/HTL,SHANE BLAKE
4989,NoData,APT/HTL,SHANE BLAKE
4990,NoData,APT/HTL,SHANE BLAKE
4991,NoData,APT/HTL,SHANE BLAKE
4992,NoData,APT/HTL,SHANE BLAKE
4993,NoData,APT/HTL,SHANE BLAKE
4994,NoData,APT/HTL,SHANE BLAKE
4995,NoData,APT/HTL,SHANE BLAKE
4996,NoData,APT/HTL,SHANE BLAKE
4997,NoData,APT/HTL,SHANE BLAKE
4999,Gate plans needed and repair of 911 box on gate for the fail safe.,APT/HTL,GABRIEL SIMON
5000,Private must be flow tested at least annually.,APT/HTL,GABRIEL SIMON
5001,"Hot works permit is needed, if equipment is to be stored on property.",APT/HTL,GABRIEL SIMON
5002,"Fire extinguishers-good Fire alarm-good Gas test-good Sprinkler system-good Fire lane is clearly painted with the appropriate signs, but is not on the official fire lane list.",APT/HTL,GABRIEL SIMON
5003,Remove any LPG tanks from property. Bldg 8.,APT/HTL,GABRIEL SIMON
5004,NoData,APT/HTL,GABRIEL SIMON
5005,Info,APT/HTL,GABRIEL SIMON
5006,Ensure all smoke detectors are mounted properly or in place.,APT/HTL,GABRIEL SIMON
5007,Info.,APT/HTL,GABRIEL SIMON
5008,Info,APT/HTL,GABRIEL SIMON
5009,No violations found.,APT/HTL,SHANE BLAKE
5016,Fire Tank Yellow Tagged,APT/HTL,SHANE BLAKE
5017,72 hour notice for inoperable Fire Sprinklers and Fire Alarm on 5-23-19,APT/HTL,SHANE BLAKE
5018,Self Fire Watch required beginning 5-23-19New Self Fire Watch initiated 6-2-2020,APT/HTL,SHANE BLAKE
5019,Building 3 in trouble. 72 hours notice delivered.,APT/HTL,SHANE BLAKE
5020,NoData,APT/HTL,SHANE BLAKE
5021,NoData,APT/HTL,SHANE BLAKE
5022,Provide a technical report by 5-27-19 to include all deficiencies of Fire and Life Safety equipment/systems.,APT/HTL,SHANE BLAKE
5023,NoData,APT/HTL,SHANE BLAKE
5056,NoData,APT/HTL,TIEN CHAU
5062,NoData,APT/HTL,TIEN CHAU
5089,Gas test for apartment building.,APT/HTL,GABRIEL SIMON
5090,Repair ceiling around boiler exhaust pipe.,APT/HTL,GABRIEL SIMON
5139,ALL DOOR HANDELS SHOULD UNLOCK WITH THE TURN OF THE KNOB. NEED THUMB LOCK ON FRONT DOOR DEADBOLT. REMOVE NON-FUNCTIONAL DOOR HANDLES.,APT/HTL,STUART PETERS
5140,ALL DOOR HANDELS SHOULD UNLOCK WITH THE TURN OF THE KNOB. NEED THUMB LOCK ON FRONT DOOR DEADBOLT. REMOVE NON-FUNCTIONAL DOOR HANDLES.,APT/HTL,STUART PETERS
5141,POST CERTIFICATE OF OCCUPANCY.,APT/HTL,STUART PETERS
5142,POST CERTIFICATE OF OCCUPANCY.,APT/HTL,STUART PETERS
5143,FYI: MAKE SURE SECURITY BARS ARE LOCKED OPEN WHILE BUILDING IS OCCUPIED.,APT/HTL,STUART PETERS
5144,FYI: MAKE SURE SECURITY BARS ARE LOCKED OPEN WHILE BUILDING IS OCCUPIED.,APT/HTL,STUART PETERS
5149,NoData,APT/HTL,ANTHONY TAYLOR
5187,NoData,APT/HTL,ANTHONY TAYLOR
5216,NoData,APT/HTL,BRIAN ARNDT
5239,NoData,APT/HTL,BRIAN ARNDT
5241,NoData,APT/HTL,BRIAN ARNDT
5245,NoData,APT/HTL,BRIAN ARNDT
5255,Permit expired,APT/HTL,DOUGLAS MENDIZABAL
5256,Permit expired,APT/HTL,DOUGLAS MENDIZABAL
5257,Fire extinguishers required in laundry and office and boiler room,APT/HTL,DOUGLAS MENDIZABAL
5258,NoData,APT/HTL,ANTON MACHACEK
5265,Knox box and knox box permit required,APT/HTL,ANTON MACHACEK
5266,Sign owner letter of Compliance,APT/HTL,ANTON MACHACEK
5267,Sign owner letter of Compliance,APT/HTL,ANTON MACHACEK
5336,Gas test for this property.,APT/HTL,GABRIEL SIMON
5337,Repair sheet rock in the laundry/boiler room.,APT/HTL,GABRIEL SIMON
5338,appears abandoned and repairing.,APT/HTL,GABRIEL SIMON
5353,NoData,APT/HTL,GABRIEL SIMON
5384,NoData,APT/HTL,GAHLEN FULLER
5607,NoData,APT/HTL,RAMIRO REYNA
5621,Fire alarm  is red tag must be service within 72 hours .,APT/HTL,RODNEY HARRIS
5623,You have 72 hour to repaired your system you also shall start a self impose st monitor floors for the first 72 hours.,APT/HTL,RODNEY HARRIS
5624,For your information,APT/HTL,RODNEY HARRIS
5625,You have 72 hour to repaired your system you also shall start a self impose st monitor floors for the first 72 hours.,APT/HTL,RODNEY HARRIS
5626,"Any time your alarm system is impaired, on bypass or inoperable  fire departme be notified.",APT/HTL,RODNEY HARRIS
5627,NoData,APT/HTL,RODNEY HARRIS
5628,NoData,APT/HTL,VICTOR KIZZEE
5629,"PER COMPLAINT; FIRE EXTINGUISHERS IN HALLWAYS ARE NOT UP TO DATE AND MISSING. (PHOTO SHOWS THAT THE FIRE EXTINGUISHERS DO HAVE A CURRENT INSPECTION DATE AND ALL WERE IN THE CABINETS ON FLOOR 2,3 AND 4.) NO VIOLATION FOUND.",APT/HTL,VICTOR KIZZEE
5630,PER COMPLAINT; NO ACCESS TO FIRE PUMP BECAUSE THEY PUT ALL THE LOBBY FURNITURE IN THE PUMP ROOM WHEN THEY CLEANED THE LOBBY UP. (PHOTO SHOWS THAT THEIR IS A 3FT CLEARANCE FROM THE FIRE PUMP WITH NO BLOCKAGE OR ENTRANCE TO THE PUMP ROOM).,APT/HTL,VICTOR KIZZEE
5631,PER COMPLAINT; PERMITS EXPIRED; (THEIR WAS NO FIRE PERMITS POSTED ON THE WALL OR ON FILE THAT NEED ATTENTION TO THIS BUILDING).,APT/HTL,VICTOR KIZZEE
5632,NoData,APT/HTL,BRIAN ARNDT
5642,NoData,APT/HTL,TIEN CHAU
5657,NoData,APT/HTL,JAY WARREN
5670,Post occupant load signs for any place of assembly within the complex.Pool AreaGymMeeting RoomsClub RoomsCommunal Patios ,APT/HTL,SHANE BLAKE
5671,Have all Fire Doors Inspected by a Certified Door Company to the NFPA 80 standard.,APT/HTL,SHANE BLAKE
5672,FEX Missing in GarageFEX Missing on Office Patio,APT/HTL,SHANE BLAKE
5673,Fire Pump Controler Missing tag Fire Tank missing inspection tag,APT/HTL,SHANE BLAKE
5674,Correct yellow tag,APT/HTL,SHANE BLAKE
5675,Have all Fire Doors Inspected by a Certified Door Company to the NFPA 80 standard.,APT/HTL,SHANE BLAKE
5676,close openings,APT/HTL,SHANE BLAKE
5677,Close Breaches in walls and ceilings,APT/HTL,SHANE BLAKE
5678,NoData,APT/HTL,SHANE BLAKE
5679,NoData,APT/HTL,SHANE BLAKE
5680,Provide proof of test,APT/HTL,SHANE BLAKE
5681,correct red tag,APT/HTL,SHANE BLAKE
5682,Provide Audibility testing,APT/HTL,SHANE BLAKE
5683,Office,APT/HTL,SHANE BLAKE
5684,Provide Audibility testing,APT/HTL,SHANE BLAKE
5785,ALL DOOR HANDELS SHOULD UNLOCK WITH THE TURN OF THE KNOB. NEED THUMB LOCK ON FRONT DOOR DEADBOLT. REMOVE NON-FUNCTIONAL DOOR HANDLES.,APT/HTL,STUART PETERS
5786,POST CERTIFICATE OF OCCUPANCY.,APT/HTL,STUART PETERS
5787,FYI: MAKE SURE SECURITY BARS ARE LOCKED OPEN WHILE BUILDING IS OCCUPIED.,APT/HTL,STUART PETERS
6112,NoData,APT/HTL,SHANE BLAKE
6118,NoData,APT/HTL,SHANE BLAKE
6119,NoData,APT/HTL,OLIVER AYES
6153,update expired (k1) key box and (a4) accessgate permits.,APT/HTL,DOUGLAS MENDIZABAL
6154,Please post Key Box permit on property,APT/HTL,DOUGLAS MENDIZABAL
6155,NoData,APT/HTL,DOUGLAS MENDIZABAL
6156,Key box permit (k1) is required for property.Permit Office: 832-394-8811 hfd.permitoffice@houstontx.gov,APT/HTL,DOUGLAS MENDIZABAL
6157,A working smoke detector is required in all sleeping units and in the path of egress from unit.,APT/HTL,DOUGLAS MENDIZABAL
6158,"All Draft stops shall be inspected and repaired if damages, penetrations, and breaches are found. Owners statement of compliance form (provided), must be signed & dated by either owner or Management.",APT/HTL,DOUGLAS MENDIZABAL
6159,Electrical Boxesall unit umbers shall be visibly and legibly marked as required in this section to indicate the apartment unit serviced on outside of electrical panels/box(es).  2012 I.F.C. 605.3.1,APT/HTL,DOUGLAS MENDIZABAL
6160,key box with 911 falcon lock is required and all keys and access codes shall be placed inside 911 boxes for HFD use.,APT/HTL,DOUGLAS MENDIZABAL
6161,Provide “Annual” inspection with approved date inspection-tag on all Fire Extinguishers.  last annual fire extinguisher inspection was in 2016.  ,APT/HTL,DOUGLAS MENDIZABAL
6162,"Multi-Family:Properties with 3 or more units are required to register with the City of Houston as required by Ordinance No. 2006-1124 (Apartment Security Ordinance).Please contact the City of Houston “Multi-Family Rental Property Registration” at 832-394-6200 or log on to www.houstonmultifamily.org for any registration questions.  Provide the name, address and contact information for at least one responsible person for compliance with and violations of this code by mail at 600 Jefferson, Ste. 600 Houston Tx. 77002. C/O’s: The City of Houston Building Department issues a certificate of occupancy for every apartment building, which is to be posted in the office.  To receive a replacement certificate or inquire about an inspection,  call 832-394-8847Note: Information only.The Houston Fire Department Standards may be obtained via the  Houston Fire Department web site at:http://www.houstontx.gov/fire/business/standard.htmlThe link is a pdf file and requires the free Adobe Acrobat reader for viewing. For additional information on Houston Fire Department Standards and Codes,  Contact the H.F.D Fire Marshal’s office at 832-394-6900. ",APT/HTL,DOUGLAS MENDIZABAL
6250,"Color code each item:1) Primary Route2) Secondary Route3) High Light  Exterior Exit Signs4) Place of Refuge (assembly area)5) Indicate ""You are Here"" (map oriented the way          the occupant is facing it",APT/HTL,GAHLEN FULLER
6251,Remove items from hot water heater closet -- 3 feet clearance around all heating sources,APT/HTL,GAHLEN FULLER
6263,NoData,APT/HTL,TIEN CHAU
6274,SEE PJ # 19092448 INWOOD OAKS. 5 BLDGS.,APT/HTL,OLIVER AYES
6276,NoData,APT/HTL,STUART PETERS
6294,please update expired access gate (a4) permit.,APT/HTL,DOUGLAS MENDIZABAL
6295,"All Draft stops shall be inspected and repaired if damages, penetrations, and breaches are found. Owners statement of compliance form (provided), must be signed & dated by either owner or Management.",APT/HTL,DOUGLAS MENDIZABAL
6296,replace sheet rock where water leak occurred under carport area.,APT/HTL,DOUGLAS MENDIZABAL
6297,Electrical Boxes:all unit umbers shall be visibly and legibly marked as required in this section to indicate the apartment unit serviced on outside of electrical panels/box(es).  2012 I.F.C. 605.3.1,APT/HTL,DOUGLAS MENDIZABAL
6298,"507.5.6: Physical protection: Where fire hydrants are subject to impact by a motor vehicle, guard post or other approved means shall comply with this section.  507.5.5 Clear Space Around Hydrants:  A 3ft clear space shall be maintained around the circumference of fire hydrants.",APT/HTL,DOUGLAS MENDIZABAL
6299,Please update expired key box (k1) permit.,APT/HTL,DOUGLAS MENDIZABAL
6300,exit side toggle switch does not open gate.  swing gate arms requires operator arm pin lock with either 911 falcon lock or knox pad lock attached. LSB 4 page 12.,APT/HTL,DOUGLAS MENDIZABAL
6301,exit side toggle switch does not open gate.  swing gate arms requires operator arm pin lock with either 911 falcon lock or knox pad lock attached. LSB 4 page 12.,APT/HTL,DOUGLAS MENDIZABAL
6302,remove all combustible materials and liquids from inside boiler room.,APT/HTL,DOUGLAS MENDIZABAL
6303,LPG-gas cooking device having a LP container with a water capacity greater than 2.5 pounds is prohibited inside R2 (multifamily) properties.,APT/HTL,DOUGLAS MENDIZABAL
6304,"Provide “Annual” inspection with approved date inspection-tag on all Fire Extinguishers located inside all mechanical, boilers, laundry, storage rooms and office.  2-A,10-B:C fire extinguishers",APT/HTL,DOUGLAS MENDIZABAL
6313,NoData,APT/HTL,TIEN CHAU
6330,NoData,APT/HTL,TIEN CHAU
6553,Knox box and knox box permit required. Required for emergency access inside the property.,APT/HTL,ANTON MACHACEK
6554,Sign owner letter of Compliance,APT/HTL,ANTON MACHACEK
6555,Mark the unit numbers on exterior of all electrical disconnects servicing the apartments.,APT/HTL,ANTON MACHACEK
6556,Please provide a gas leak pressure test. To be performed by a licensed plumbing contractor. Last gas test 2010.,APT/HTL,ANTON MACHACEK
6557,Please provide a KNOX box (911 box). Keyed for HOUSTON.,APT/HTL,ANTON MACHACEK
6558,Sign owner letter of Compliance,APT/HTL,ANTON MACHACEK
6567,You need to place address numbers on all your doors.,APT/HTL,RODNEY HARRIS
6568,You need boiler permits for all boilers,APT/HTL,RODNEY HARRIS
6569,All building with gas coming in them need to be tested,APT/HTL,RODNEY HARRIS
6570,You need to get a 4x4 blue reflector to mark your fire hydrant,APT/HTL,RODNEY HARRIS
6571,Get a  building construction permit to fix your draft stop and fire wall,APT/HTL,RODNEY HARRIS
6572,Replace sheet rock boiler room,APT/HTL,RODNEY HARRIS
6573,Repair open wiring in shop,APT/HTL,RODNEY HARRIS
6574,label all Electrical circuits and rooms,APT/HTL,RODNEY HARRIS
6575,Remove all combustible from boiler and equipment room.,APT/HTL,RODNEY HARRIS
6638,No violations found. Permit approved.,APT/HTL,STUART PETERS
6639,approved,APT/HTL,TONY PATTERSON
6648,NoData,APT/HTL,GAHLEN FULLER
6650,NoData,APT/HTL,JAY WARREN
6671,NoData,APT/HTL,RAMIRO REYNA
9598,NoData,APT/HTL,BRIAN ARNDT
9599,NoData,APT/HTL,BRIAN ARNDT
9601,NoData,APT/HTL,SHANE BLAKE
9621,NoData,APT/HTL,STUART PETERS
9709,NoData,APT/HTL,BILLY HOPKINS
9711,NoData,APT/HTL,RAMIRO REYNA
9797,INFO ONLY,APT/HTL,ANTHONY TAYLOR
9798,INFO ONLY,APT/HTL,ANTHONY TAYLOR
9799,SIGN OWNER LETTER OF COMPLIANCE.....,APT/HTL,ANTHONY TAYLOR
9800,NoData,APT/HTL,DOUGLAS MENDIZABAL
9864,NoData,APT/HTL,TIEN CHAU
9899,red tag during maintenance. part in order.,APT/HTL,OLIVER AYES
9901,ADVANTAGE INTEREST INC.-SERVICED THE FACP AND FOUND RED TAGS.-PER MGMNT IS CURRENTLY FIXING THE ISSUES. INSTRUCTION FOR COMPLIANCE: RED TAG MUST BE FIXED AS SOON AS POSSIBLE AND FOLLOW UP/UPDATE THE INSPECTOR.,APT/HTL,OLIVER AYES
9903,"fire extinguisher is expired, no tag and needs to be recharged inside warehouse.",APT/HTL,OLIVER AYES
9919,NoData,APT/HTL,STUART PETERS
9975,Re-inspection fee may be issued if all violations are not corrected by the First Re-inspection.,APT/HTL,SHANE BLAKE
9976,"All Assembly, Educational, Institutional and Residential R-1, R-2 and R-4, occupancies (as defined in the Building Code, 2000 edition International Building Code as amended) shall have a test of the building s natural gas system(s), to check for leakage, at least every 5 years.",APT/HTL,SHANE BLAKE
9977,Citations may be issued on the Second Re-inspection if all violations are not corrected at that time.,APT/HTL,SHANE BLAKE
9978,Perform a check of all Units that smoke detectors are in every sleeping area and in the area immediately outside of bedrooms. Check that all detectors are operable.,APT/HTL,SHANE BLAKE
9979,"Perform a check of all Units to ensure that the Unit Fire Extinguisher is present and operable. Replace unit sized FEX with 2A:10BC in: Office, Boiler, Laundry and Shop",APT/HTL,SHANE BLAKE
9980,FA: NA FS: NA FEX: Inadequate Seize GAS: 12-19-13,APT/HTL,SHANE BLAKE
9981,Repair all draft stop breaches in attic spaces.,APT/HTL,SHANE BLAKE
9994,NoData,APT/HTL,STUART PETERS
9995,NoData,APT/HTL,STUART PETERS
10004,NoData,APT/HTL,STUART PETERS
10005,NoData,APT/HTL,STUART PETERS
10006,NoData,APT/HTL,STUART PETERS
10007,NoData,APT/HTL,STUART PETERS
10008,NoData,APT/HTL,STUART PETERS
10009,NoData,APT/HTL,STUART PETERS
10010,NoData,APT/HTL,STUART PETERS
10011,NoData,APT/HTL,STUART PETERS
10012,NoData,APT/HTL,STUART PETERS
10013,NoData,APT/HTL,STUART PETERS
10014,NoData,APT/HTL,STUART PETERS
10015,NoData,APT/HTL,STUART PETERS
10016,NoData,APT/HTL,STUART PETERS
10017,NoData,APT/HTL,STUART PETERS
10018,NoData,APT/HTL,STUART PETERS
10020,NoData,APT/HTL,STUART PETERS
10021,NoData,APT/HTL,STUART PETERS
10022,NoData,APT/HTL,STUART PETERS
10023,NoData,APT/HTL,STUART PETERS
10024,NoData,APT/HTL,STUART PETERS
10025,NoData,APT/HTL,STUART PETERS
10027,NoData,APT/HTL,STUART PETERS
10028,NoData,APT/HTL,STUART PETERS
10029,NoData,APT/HTL,STUART PETERS
10030,NoData,APT/HTL,STUART PETERS
10031,NoData,APT/HTL,STUART PETERS
10032,NoData,APT/HTL,STUART PETERS
10033,NoData,APT/HTL,STUART PETERS
10034,NoData,APT/HTL,STUART PETERS
10035,NoData,APT/HTL,STUART PETERS
10036,NoData,APT/HTL,STUART PETERS
10037,NoData,APT/HTL,STUART PETERS
10038,NoData,APT/HTL,STUART PETERS
10039,NoData,APT/HTL,STUART PETERS
10040,NoData,APT/HTL,STUART PETERS
10041,NoData,APT/HTL,STUART PETERS
10042,NoData,APT/HTL,STUART PETERS
10043,NoData,APT/HTL,STUART PETERS
10044,NoData,APT/HTL,STUART PETERS
10045,NoData,APT/HTL,STUART PETERS
10046,NoData,APT/HTL,STUART PETERS
10047,NoData,APT/HTL,STUART PETERS
10048,NoData,APT/HTL,STUART PETERS
10049,NoData,APT/HTL,STUART PETERS
10052,NoData,APT/HTL,STUART PETERS
10098,FIX RED TAG ALARM SYSTEM AS SOON AS POSSIBLE. NOTIFY INSPECTOR MACHACEK OF THE ACTION PLAN/TIME LINE OF REPAIR.,APT/HTL,OLIVER AYES
10165,NoData,APT/HTL,GABRIEL SIMON
10166,Met with Mrs. Tishunette Anderson to go over a Complaint for an Red Tag Alarm System. Mrs. Anderson have a plan of action from her Alarm company to repair her Alarm panel and all other defects starting 03-02-2020.,APT/HTL,VICTOR KIZZEE
10167,Correct.,APT/HTL,VICTOR KIZZEE
10180,NoData,APT/HTL,TONY PATTERSON
10185,NoData,APT/HTL,JAY WARREN
10218,please pay for expired key box (k1) permit 03/15/19.  Access gate (a4) permit just expired on 2/13/20.,APT/HTL,DOUGLAS MENDIZABAL
10244,"Color code each item: 1) Primary Route 2) Secondary Route 3) ""You Are Here"" (adjust to where the occupant is standing 4) Place of Assembly (refuge area) 5) Highlight the word EXIT ",APT/HTL,GAHLEN FULLER
10282,INFO ONLY,APT/HTL,ANTHONY TAYLOR
10283,REPAIR ASAP.,APT/HTL,ANTHONY TAYLOR
10295,NoData,APT/HTL,RODNEY HARRIS
10297,INFO ONLY,APT/HTL,ANTHONY TAYLOR
10298,INFO ONLY,APT/HTL,ANTHONY TAYLOR
10299,REPAIR ALL EMERGENCY LIGHTS.,APT/HTL,ANTHONY TAYLOR
10300,PROVIDE SIGNAGE FOR PUMP ROOM.,APT/HTL,ANTHONY TAYLOR
10301,SIGN OWNER LETTER OF COMPLIANCE.....,APT/HTL,ANTHONY TAYLOR
10307,NoData,APT/HTL,JAY WARREN
10322,No violations found at this time.,APT/HTL,ALFRED GARCIA
10343,NoData,APT/HTL,GABRIEL SIMON
10347,NoData,APT/HTL,GAHLEN FULLER
10348,NoData,APT/HTL,RICHARD BEDDINGFIELD
10370,NoData,APT/HTL,BRIAN ARNDT
10459,NoData,APT/HTL,GABRIEL SIMON
10464,NoData,APT/HTL,BRIAN ARNDT
10515,NoData,APT/HTL,RODNEY HARRIS
10527,NoData,APT/HTL,TIEN CHAU
10532,NoData,APT/HTL,TIEN CHAU
10533,NoData,APT/HTL,RICHARD BEDDINGFIELD
10534,INFO ONLY,APT/HTL,ANTHONY TAYLOR
10535,INFO ONLY,APT/HTL,ANTHONY TAYLOR
10536,SIGN OWNER LETTER OF COMPLIANCE.....,APT/HTL,ANTHONY TAYLOR
10537,INFO ONLY,APT/HTL,ANTHONY TAYLOR
10538,INFO ONLY,APT/HTL,ANTHONY TAYLOR
10539,SIGN OWNER LETTER OF COMPLIANCE.....,APT/HTL,ANTHONY TAYLOR
10540,NoData,APT/HTL,STUART PETERS
10552,NoData,APT/HTL,STUART PETERS
10556,NoData,APT/HTL,TIEN CHAU
10560,NoData,APT/HTL,STUART PETERS
10567,NoData,APT/HTL,STUART PETERS
10569,NoData,APT/HTL,TIEN CHAU
10571,NoData,APT/HTL,STUART PETERS
10575,NoData,APT/HTL,STUART PETERS
10580,NoData,APT/HTL,STUART PETERS
10589,2nd Electric Swing Gate needs a 911 Falcon Pad Lock on it.,APT/HTL,ALFRED GARCIA
10590,Mary Starkey signed expired permit Inspection Report 03-03-2020..dam,APT/HTL,DOUGLAS MENDIZABAL
10592,NoData,APT/HTL,DOUGLAS MENDIZABAL
10593,please pay for expired Key box (k1) permit whichexpired on 02/2019.,APT/HTL,DOUGLAS MENDIZABAL
10594,3903 Sherwood Ln. key box (k1) permit has expired 02/2019.,APT/HTL,DOUGLAS MENDIZABAL
10595,please update expired key box (k1) permit,APT/HTL,DOUGLAS MENDIZABAL
10608,NoData,APT/HTL,STUART PETERS
10610,NoData,APT/HTL,STUART PETERS
10612,NoData,APT/HTL,TIEN CHAU
10614,NoData,APT/HTL,STUART PETERS
10622,NoData,APT/HTL,STUART PETERS
10623,NoData,APT/HTL,STUART PETERS
10641,NoData,APT/HTL,BILLY HOPKINS
10642,NoData,APT/HTL,ANTHONY TAYLOR
10646,NoData,APT/HTL,STUART PETERS
10660,NoData,APT/HTL,STUART PETERS
10663,NoData,APT/HTL,JAY WARREN
10664,NoData,APT/HTL,STUART PETERS
10666,Key box (k1) permit expired 05/2019.  Please pay for expired (k1) permit by 03/19/2020.Permit Office phone #: 832-394-8811 or hfd.permitoffice@houstontx.gov,APT/HTL,DOUGLAS MENDIZABAL
10668,NoData,APT/HTL,STUART PETERS
10692,NoData,APT/HTL,STUART PETERS
10717,NoData,APT/HTL,STUART PETERS
10719,NoData,APT/HTL,STUART PETERS
10723,NoData,APT/HTL,STUART PETERS
10742,NoData,APT/HTL,STUART PETERS
10752,NoData,APT/HTL,STUART PETERS
10760,NoData,APT/HTL,STUART PETERS
10766,NoData,APT/HTL,STUART PETERS
10770,NoData,APT/HTL,STUART PETERS
10780,NoData,APT/HTL,STUART PETERS
10783,NoData,APT/HTL,STUART PETERS
10785,"Alex Martinez 713 921 0257Properties with 3 or more units are required to register with the City of Houston as required by Ordinance No. 2006-1124 (Apartment Security Ordinance).Please contact the City of Houston “Multi-Family Rental Property Registration” at 832-394-8841 or log on to http://www.houstonmultifamily.org/Provide copy of lease agreement with smoke detector, fire extinguisher and openFlame cooking policy or addendum.",APT/HTL,TIEN CHAU
10786,provide cooking policy,APT/HTL,TIEN CHAU
10787,replace missing fire extinguisher mount fire extinguisher 3-5ft from the floor minimum 5 ft from cooking appliances,APT/HTL,TIEN CHAU
10788,replace missing smoke alarm and replace missing batteries,APT/HTL,TIEN CHAU
10801,NoData,APT/HTL,RODNEY HARRIS
10806,NoData,APT/HTL,OLIVER AYES
10807,NoData,APT/HTL,BILLY HOPKINS
10808,NoData,APT/HTL,ALFRED GARCIA
10809,HAVE A LICENCED PLUMBER PERFORM A GAS TEST.,APT/HTL,ANTHONY TAYLOR
10810,HAVE A LICENCED TECHNITIAN PERFORM A SENSITIVITY TEST.,APT/HTL,ANTHONY TAYLOR
10811,PROVIDE FIRE EXTINGUISHER IN LAUNDRY AREA AND COPY ROOM.,APT/HTL,ANTHONY TAYLOR
10849,NoData,APT/HTL,STUART PETERS
10853,NoData,APT/HTL,RAMIRO REYNA
10854,NoData,APT/HTL,BRIAN ARNDT
10867,NoData,APT/HTL,STUART PETERS
10870,NoData,APT/HTL,STUART PETERS
10874,NoData,APT/HTL,STUART PETERS
10888,NoData,APT/HTL,STUART PETERS
10917,NoData,APT/HTL,STUART PETERS
10950,"K1 is expired 10-5-2019, 10 day renewal notice issued due on 3-20-2020.",APT/HTL,ALFRED GARCIA
10953,NoData,APT/HTL,STUART PETERS
10962,K1 Expired,APT/HTL,RODNEY HARRIS
11038,NoData,APT/HTL,TIEN CHAU
11055,INFO ONLY,APT/HTL,ANTHONY TAYLOR
11056,REPAIR ASAP.,APT/HTL,ANTHONY TAYLOR
11057,NoData,APT/HTL,TIEN CHAU
11062,Red tag on fire alarm must be repaired by 3/9/2020. Have technical report from fire alarm co. by 3/9/2020. I have received your Temporary Fire Watch agreement.,APT/HTL,STUART PETERS
11067,replace missing smoke alarm,APT/HTL,TIEN CHAU
11068,NoData,APT/HTL,TIEN CHAU
11069,replace missing fire extinguisher,APT/HTL,TIEN CHAU
11070,NoData,APT/HTL,ANTHONY TAYLOR
11071,NoData,APT/HTL,RAMIRO REYNA
11075,NoData,APT/HTL,STUART PETERS
11086,NoData,APT/HTL,STUART PETERS
11088,NoData,APT/HTL,STUART PETERS
11089,NoData,APT/HTL,STUART PETERS
11095,NoData,APT/HTL,TONY PATTERSON
11119,NoData,APT/HTL,RODNEY HARRIS
11154,NoData,APT/HTL,GAHLEN FULLER
11157,renew permit within 10days,APT/HTL,TIEN CHAU
11164,renew permit within 10days,APT/HTL,TIEN CHAU
11165,renewal permit within 10days,APT/HTL,TIEN CHAU
11170,NoData,APT/HTL,RAMIRO REYNA
11216,p2 is expired,APT/HTL,RODNEY HARRIS
11217,No longer needed,APT/HTL,RODNEY HARRIS
11225,"All units shall have a full charged portable Fire Extinguisher with a minimum size (1A 10BC) inside each occupied apartment unit properly mounted near the kitchen entryway accessible and no closer than (5) feet from the cooking appliance.Owners statement of compliance form (provided), must be signed & dated by either owner or Management.",APT/HTL,DOUGLAS MENDIZABAL
11226,"Every 5 years, a pneumatic test of your natural gas system must be conducted by a licensed plumber.  Proof that you’ve had this test is a “verification affidavit” signed by the city plumbing inspector.  All gas operated equipment shall be in accordance with the City of Houston Building Code (plumbing code). Contact the Building code official for any questions regarding this issue and permit requirements. COH Plumbing Dept: 832-394-8870Date of last Gas Test for bldg. #2 : 08/20/2013",APT/HTL,DOUGLAS MENDIZABAL
